date,dV
09/24/11,3.94
09/25/11,3.89
09/26/11,3.9
09/27/11,3.72
09/28/11,3.79
09/29/11,3.41
09/30/11,3.43
10/01/11,3.34
10/02/11,3.26
10/03/11,3.48
10/04/11,3.46
10/05/11,3.21
10/06/11,4.04
10/07/11,6.24
10/08/11,6.61
10/09/11,7.03
10/10/11,8.41
10/11/11,6.5
10/12/11,5.23
10/13/11,5.42
10/14/11,5.16
10/15/11,4.62
10/16/11,4.31
10/17/11,4.34
10/18/11,4.19
10/19/11,11
10/20/11,8.62
10/21/11,6.32
10/22/11,5.68
10/23/11,5.37
10/24/11,5.26
10/25/11,5.21
10/26/11,5.09
10/27/11,4.88
10/28/11,4.59
10/29/11,4.39
10/30/11,4.47
10/31/11,4.43
11/01/11,4.27
11/02/11,4.22
11/03/11,4.17
11/04/11,4.25
11/05/11,4.09
11/06/11,3.94
11/07/11,3.85
11/08/11,4.46
11/09/11,4.05
11/10/11,3.92
11/11/11,3.78
11/12/11,3.77
11/13/11,3.53
11/14/11,3.49
11/15/11,3.57
11/16/11,3.6
11/17/11,3.59
11/18/11,3.59
11/19/11,3.46
11/20/11,3.57
11/21/11,3.55
11/22/11,3.51
11/23/11,3.43
11/24/11,3.47
11/25/11,3.1
11/26/11,3.3
11/27/11,3.37
11/28/11,3.34
11/29/11,3.53
11/30/11,3.68
12/01/11,3.28
12/02/11,3.3
12/03/11,3.83
12/04/11,4.61
12/05/11,19.6
12/06/11,12.4
12/07/11,23.2
12/08/11,22.9
12/09/11,19.5
12/10/11,53.9
12/11/11,32.4
12/12/11,27.9
12/13/11,24.9
12/14/11,29.1
12/15/11,29.9
12/16/11,55.9
12/17/11,75.4
12/18/11,51.2
12/19/11,39.6
12/20/11,34.2
12/21/11,35.7
12/22/11,41.8
12/23/11,46.7
12/24/11,53.7
12/25/11,47
12/26/11,39.7
12/27/11,33.5
12/28/11,28.5
12/29/11,25.9
12/30/11,29.5
12/31/11,36.1
