date,dV
08/10/16,4.35
08/11/16,4.36
08/12/16,4.14
08/13/16,4.01
08/14/16,3.91
08/15/16,3.67
08/16/16,3.6
08/17/16,3.54
08/18/16,3.69
08/19/16,3.84
08/20/16,4.13
08/21/16,4.65
08/22/16,3.86
08/23/16,3.57
08/24/16,3.32
08/25/16,3.17
08/26/16,3.08
08/27/16,2.98
08/28/16,3.27
08/29/16,2.93
08/30/16,2.94
08/31/16,2.92
09/01/16,2.61
09/02/16,2.61
09/03/16,2.57
09/04/16,2.63
09/05/16,3.16
09/06/16,2.91
09/07/16,2.65
09/08/16,2.55
09/09/16,2.42
09/10/16,2.34
09/11/16,2.37
09/12/16,2.33
09/13/16,2.42
09/14/16,2.42
09/15/16,2.36
09/16/16,2.79
09/17/16,2.65
09/18/16,6.48
09/19/16,4.57
09/20/16,3.3
09/21/16,2.84
09/22/16,2.7
09/23/16,2.65
09/24/16,2.6
09/25/16,2.54
09/26/16,2.51
09/27/16,2.69
09/28/16,2.63
09/29/16,2.54
09/30/16,2.46
10/01/16,5.25
10/02/16,4.31
10/03/16,3.41
10/04/16,3.09
10/05/16,2.93
10/06/16,2.83
10/07/16,2.86
10/08/16,2.92
10/09/16,2.96
10/10/16,2.96
10/11/16,2.91
10/12/16,2.88
10/13/16,2.8
10/14/16,2.79
10/15/16,2.79
10/16/16,2.71
10/17/16,2.7
10/18/16,6.13
10/19/16,4.95
10/20/16,4.34
10/21/16,4.51
10/22/16,4.11
10/23/16,3.53
10/24/16,3.58
10/25/16,9.08
10/26/16,4.91
10/27/16,4.04
10/28/16,3.62
10/29/16,3.48
10/30/16,3.36
10/31/16,3.24
11/01/16,3.17
11/02/16,3.18
11/03/16,3.25
11/04/16,3.26
11/05/16,7.35
11/06/16,7.44
11/07/16,5.11
11/08/16,4.25
11/09/16,4.36
11/10/16,13.1
11/11/16,23.9
11/12/16,13.2
11/13/16,9.25
11/14/16,7.53
11/15/16,6.66
11/16/16,8.35
11/17/16,11.8
11/18/16,13.1
11/19/16,18.3
11/20/16,14.5
11/21/16,11.6
11/22/16,10.1
11/23/16,8.88
11/24/16,7.97
11/25/16,7.29
11/26/16,6.75
11/27/16,6.33
11/28/16,6.04
11/29/16,5.75
11/30/16,5.4
12/01/16,5.18
12/02/16,4.99
12/03/16,4.87
12/04/16,4.75
12/05/16,4.61
12/06/16,4.5
12/07/16,4.35
12/08/16,4.29
12/09/16,4.18
12/10/16,4.14
12/11/16,4.15
12/12/16,4.13
12/13/16,3.93
12/14/16,3.81
12/15/16,3.76
12/16/16,3.73
12/17/16,3.63
12/18/16,3.57
12/19/16,3.49
12/20/16,3.57
12/21/16,3.47
12/22/16,3.46
12/23/16,3.91
12/24/16,3.95
12/25/16,3.82
12/26/16,3.59
12/27/16,3.73
12/28/16,3.58
12/29/16,3.53
12/30/16,3.44
12/31/16,3.26
