date,dV
04/28/15,10.9
04/29/15,7.9
04/30/15,7.08
05/01/15,32.2
05/02/15,51.4
05/03/15,63.6
05/04/15,60.2
05/05/15,43.3
05/06/15,32.7
05/07/15,26.8
05/08/15,22.7
05/09/15,19.7
05/10/15,16.9
05/11/15,14.9
05/12/15,13.5
05/13/15,13.9
05/14/15,18.2
05/15/15,17.5
05/16/15,14
05/17/15,12.7
05/18/15,11.2
05/19/15,10.6
05/20/15,12.2
05/21/15,10.8
05/22/15,9.38
05/23/15,8.72
05/24/15,8.36
05/25/15,8.2
05/26/15,8.76
05/27/15,7.9
05/28/15,7.28
05/29/15,7.48
05/30/15,7.71
05/31/15,7.02
06/01/15,7.78
06/02/15,7.22
06/03/15,6.27
06/04/15,5.83
06/05/15,5.6
06/06/15,5.18
06/07/15,5.04
06/08/15,4.79
06/09/15,4.77
06/10/15,4.85
06/11/15,4.77
06/12/15,9.05
06/13/15,12.2
06/14/15,7.47
06/15/15,8.15
06/16/15,7.67
06/17/15,6.62
06/18/15,7.75
06/19/15,9.53
06/20/15,6.98
06/21/15,7.08
06/22/15,6.84
06/23/15,13.1
06/24/15,7.92
06/25/15,6.76
06/26/15,6.33
06/27/15,5.94
06/28/15,5.67
06/29/15,5.43
06/30/15,5.24
07/01/15,4.92
07/02/15,4.65
07/03/15,4.44
07/04/15,4.57
07/05/15,4.2
07/06/15,4.15
07/07/15,4.03
07/08/15,4.59
07/09/15,4.1
07/10/15,3.82
07/11/15,3.64
07/12/15,3.5
07/13/15,3.56
07/14/15,3.51
07/15/15,3.53
07/16/15,3.41
07/17/15,3.35
07/18/15,4.06
07/19/15,3.65
07/20/15,3.52
07/21/15,3.51
07/22/15,3.45
07/23/15,3.21
07/24/15,3.2
07/25/15,3.95
07/26/15,3.45
07/27/15,3.41
07/28/15,3.36
07/29/15,3.37
07/30/15,3.59
07/31/15,3.22
08/01/15,3.07
08/02/15,3.04
08/03/15,2.93
08/04/15,2.99
08/05/15,3.43
08/06/15,3
08/07/15,2.84
08/08/15,2.76
08/09/15,2.74
08/10/15,5.55
08/11/15,3.57
08/12/15,3.07
08/13/15,2.86
08/14/15,3.19
08/15/15,2.97
08/16/15,4.07
08/17/15,3.47
08/18/15,3.07
08/19/15,2.95
08/20/15,2.85
08/21/15,2.68
08/22/15,2.56
08/23/15,2.64
08/24/15,3.23
08/25/15,2.95
08/26/15,2.68
08/27/15,2.64
08/28/15,3.06
08/29/15,2.77
08/30/15,2.5
08/31/15,2.33
09/01/15,2.57
09/02/15,3.1
09/03/15,2.61
09/04/15,2.51
09/05/15,2.54
09/06/15,2.57
09/07/15,2.45
09/08/15,2.55
09/09/15,2.48
09/10/15,2.31
09/11/15,2.3
09/12/15,2.27
09/13/15,2.43
09/14/15,3.44
09/15/15,3.22
09/16/15,2.85
09/17/15,11
09/18/15,6.18
09/19/15,4.15
09/20/15,4.14
09/21/15,3.4
09/22/15,3.33
09/23/15,4.44
09/24/15,4.28
09/25/15,3.49
09/26/15,3.16
09/27/15,2.93
09/28/15,2.69
09/29/15,2.47
09/30/15,2.37
10/01/15,2.4
10/02/15,2.38
10/03/15,2.37
10/04/15,2.56
10/05/15,2.81
10/06/15,3.27
10/07/15,3.68
10/08/15,3.22
10/09/15,2.81
10/10/15,2.72
10/11/15,2.61
10/12/15,2.6
10/13/15,2.66
10/14/15,2.52
10/15/15,2.63
10/16/15,2.68
10/17/15,2.57
10/18/15,2.56
10/19/15,2.48
10/20/15,2.48
10/21/15,2.55
10/22/15,2.51
10/23/15,2.66
10/24/15,2.49
10/25/15,2.51
10/26/15,2.43
10/27/15,2.39
10/28/15,2.38
10/29/15,3.02
10/30/15,2.78
10/31/15,2.48
11/01/15,2.42
11/02/15,2.45
11/03/15,2.35
11/04/15,2.53
11/05/15,2.48
11/06/15,2.42
11/07/15,2.42
11/08/15,2.46
11/09/15,2.51
11/10/15,2.4
11/11/15,2.39
11/12/15,2.53
11/13/15,2.48
11/14/15,2.52
11/15/15,2.51
11/16/15,2.61
11/17/15,2.73
11/18/15,2.84
11/19/15,2.81
11/20/15,19.3
11/21/15,37.3
11/22/15,16
11/23/15,10.8
11/24/15,8
11/25/15,9.14
11/26/15,12.8
11/27/15,10.3
11/28/15,8.61
11/29/15,8.99
11/30/15,13.6
12/01/15,19.3
12/02/15,18.9
12/03/15,15
12/04/15,12.6
12/05/15,10.8
12/06/15,9.63
12/07/15,8.65
12/08/15,7.77
12/09/15,9.45
12/10/15,7.92
12/11/15,7.1
12/12/15,6.76
12/13/15,6.42
12/14/15,6.09
12/15/15,5.74
12/16/15,6.29
12/17/15,6.35
12/18/15,5.81
12/19/15,5.46
12/20/15,5.24
12/21/15,7.11
12/22/15,6.62
12/23/15,6.08
12/29/15,4.37
12/30/15,4.13
12/31/15,4.6
